Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CIRBP","Cold Inducible RNA Binding Protein","Protein Coding","Q14011","50","GC19P001259","1.27530539035797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIRBP"
"MLH1","MutL Homolog 1","Protein Coding","P40692","62","GC03P036993","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLH1"
"NOS1","Nitric Oxide Synthase 1","Protein Coding","P29475","62","GC12M117208","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS1"
"ATP5F1B","ATP Synthase F1 Subunit Beta","Protein Coding","P06576","57","GC12M060417","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1B"
"TOE1","Target Of EGR1, Exonuclease","Protein Coding","Q96GM8","50","GC01P077704","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOE1"
"GKN1","Gastrokine 1","Protein Coding","Q9NS71","47","GC02P068974","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GKN1"
"SERBP1","SERPINE1 MRNA Binding Protein 1","Protein Coding","Q8NC51","41","GC01M067407","1.27284705638885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1"
"ELF4","E74 Like ETS Transcription Factor 4","Protein Coding","Q99607","52","GC0XM130064","1.27113783359528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF4"
"DMD","Dystrophin","Protein Coding","P11532","58","GC0XM031097","1.26423978805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMD"
"PDPN","Podoplanin","Protein Coding","Q86YL7","54","GC01P013583","1.26423978805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPN"
"ZBTB38","Zinc Finger And BTB Domain Containing 38","Protein Coding","Q8NAP3","46","GC03P141324","1.26423978805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB38"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","26","GC08P126553","1.26423978805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","P21802","68","GC10M121478","1.260049700737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"BMP7","Bone Morphogenetic Protein 7","Protein Coding","P18075","60","GC20M057168","1.260049700737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7"
"OGFR","Opioid Growth Factor Receptor","Protein Coding","Q9NZT2","48","GC20P062804","1.260049700737","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFR"
"TNKS1BP1","Tankyrase 1 Binding Protein 1","Protein Coding","Q9C0C2","45","GC11M139507","1.25561678409576","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNKS1BP1"
"NUMA1","Nuclear Mitotic Apparatus Protein 1","Protein Coding","Q14980","58","GC11M072002","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMA1"
"PTGER3","Prostaglandin E Receptor 3","Protein Coding","P43115","58","GC01M070852","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3"
"ICOS","Inducible T Cell Costimulator","Protein Coding","Q9Y6W8","57","GC02P204862","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICOS"
"TNFRSF4","TNF Receptor Superfamily Member 4","Protein Coding","P43489","57","GC01M001211","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF4"
"TNFRSF9","TNF Receptor Superfamily Member 9","Protein Coding","Q07011","57","GC01M007915","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF9"
"KRIT1","KRIT1 Ankyrin Repeat Containing","Protein Coding","O00522","54","GC07M092198","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRIT1"
"PES1","Pescadillo Ribosomal Biogenesis Factor 1","Protein Coding","O00541","50","GC22M030576","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PES1"
"H4C11","H4 Clustered Histone 11","Protein Coding","P62805","45","GC06P181762","1.2553802728653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C11"
"ENG","Endoglin","Protein Coding","P17813","60","GC09M131710","1.24756693840027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"MYB","MYB Proto-Oncogene, Transcription Factor","Protein Coding","P10242","62","GC06P135181","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYB"
"LIPG","Lipase G, Endothelial Type","Protein Coding","Q9Y5X9","57","GC18P049560","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPG"
"FBL","Fibrillarin","Protein Coding","P22087","55","GC19M039834","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBL"
"CBX3","Chromobox 3","Protein Coding","Q13185","54","GC07P026201","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX3"
"ZBTB17","Zinc Finger And BTB Domain Containing 17","Protein Coding","Q13105","52","GC01M022596","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB17"
"CBX4","Chromobox 4","Protein Coding","O00257","51","GC17M079833","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX4"
"SEC62","SEC62 Homolog, Preprotein Translocation Factor","Protein Coding","Q99442","46","GC03P169966","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC62"
"TUG1","Taurine Up-Regulated 1","Protein Coding","A0A6I8PU40","34","GC22P030969","1.24529576301575","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"NACA","Nascent Polypeptide Associated Complex Subunit Alpha","Protein Coding","E9PAV3","46","GC12M056712","1.23443138599396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NACA"
"H3C13","H3 Clustered Histone 13","Protein Coding","Q71DI3","45","GC01M167216","1.23443138599396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C13"
"ZNF207","Zinc Finger Protein 207","Protein Coding","O43670","41","GC17P154423","1.23443138599396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF207"
"IGH","Immunoglobulin Heavy Locus","Protein Coding","","24","GC14M124464","1.23443138599396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGH"
"IGHV3-21","Immunoglobulin Heavy Variable 3-21","Protein Coding","A0A0B4J1V1","23","GC14M124528","1.23443138599396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV3-21"
"PRKAB1","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1","Protein Coding","Q9Y478","59","GC12P119667","1.22320926189423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB1"
"JAK2","Janus Kinase 2","Protein Coding","O60674","66","GC09P004985","1.21895015239716","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"NES","Nestin","Protein Coding","P48681","52","GC01M156668","1.21568012237549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES"
"DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","Q9UBC3","64","GC20P032762","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B"
"USP9X","Ubiquitin Specific Peptidase 9 X-Linked","Protein Coding","Q93008","61","GC0XP041085","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP9X"
"ERG","ETS Transcription Factor ERG","Protein Coding","P11308","59","GC21M038367","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"THBS1","Thrombospondin 1","Protein Coding","P07996","59","GC15P039581","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1"
"NEUROD1","Neuronal Differentiation 1","Protein Coding","Q13562","55","GC02M181673","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1"
"SSBP1","Single Stranded DNA Binding Protein 1","Protein Coding","Q04837","54","GC07P167780","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1"
"ELF1","E74 Like ETS Transcription Factor 1","Protein Coding","P32519","52","GC13M043093","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELF1"
"ASF1A","Anti-Silencing Function 1A Histone Chaperone","Protein Coding","Q9Y294","49","GC06P118894","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASF1A"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","Q6PKG0","47","GC05P154682","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"MIR34A","MicroRNA 34a","RNA Gene","","31","GC01M009151","1.21482121944427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"BAD","BCL2 Associated Agonist Of Cell Death","Protein Coding","Q92934","57","GC11M139722","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAD"
"MYOCD","Myocardin","Protein Coding","Q8IZQ8","55","GC17P012665","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOCD"
"SAMHD1","SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1","Protein Coding","Q9Y3Z3","55","GC20M036890","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1"
"TSN","Translin","Protein Coding","Q15631","51","GC02P121737","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSN"
"BFSP1","Beaded Filament Structural Protein 1","Protein Coding","Q12934","50","GC20M017493","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BFSP1"
"EPDR1","Ependymin Related 1","Protein Coding","Q9UM22","47","GC07P037994","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPDR1"
"NOP53","NOP53 Ribosome Biogenesis Factor","Protein Coding","Q9NZM5","47","GC19P152789","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP53"
"SNORD94","Small Nucleolar RNA, C/D Box 94","RNA Gene","","22","GC02P094495","1.21228265762329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD94"
"CTCF","CCCTC-Binding Factor","Protein Coding","P49711","60","GC16P121886","1.19928312301636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTCF"
"RFC1","Replication Factor C Subunit 1","Protein Coding","P35251","58","GC04M039291","1.19759094715118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1"
"PRKN","Parkin RBR E3 Ubiquitin Protein Ligase","Protein Coding","O60260","62","GC06M161348","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKN"
"IRF8","Interferon Regulatory Factor 8","Protein Coding","Q02556","59","GC16P122611","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF8"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","P17676","58","GC20P050190","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"PPP5C","Protein Phosphatase 5 Catalytic Subunit","Protein Coding","P53041","58","GC19P152735","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP5C"
"FKBP4","FKBP Prolyl Isomerase 4","Protein Coding","Q02790","57","GC12P073950","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP4"
"PABPN1","Poly(A) Binding Protein Nuclear 1","Protein Coding","Q86U42","57","GC14P059824","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPN1"
"RETN","Resistin","Protein Coding","Q9HD89","55","GC19P007669","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"BLZF1","Basic Leucine Zipper Nuclear Factor 1","Protein Coding","Q9H2G9","50","GC01P169367","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1"
"NOP2","NOP2 Nucleolar Protein","Protein Coding","P46087","50","GC12M006556","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP2"
"MARCKSL1","MARCKS Like 1","Protein Coding","P49006","49","GC01M034961","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCKSL1"
"ETV7","ETS Variant Transcription Factor 7","Protein Coding","Q9Y603","44","GC06M106633","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV7"
"GAS5","Growth Arrest Specific 5","RNA Gene","","32","GC01M175146","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"MIR512-1","MicroRNA 512-1","RNA Gene","","27","GC19P153071","1.18870043754578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR512-1"
"CASP2","Caspase 2","Protein Coding","P42575","61","GC07P165863","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP2"
"ARNT","Aryl Hydrocarbon Receptor Nuclear Translocator","Protein Coding","P27540","58","GC01M150809","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT"
"CSNK2A2","Casein Kinase 2 Alpha 2","Protein Coding","P19784","58","GC16M058157","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","58","GC02M112773","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"CXADR","CXADR Ig-Like Cell Adhesion Molecule","Protein Coding","P78310","57","GC21P017513","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXADR"
"PHYH","Phytanoyl-CoA 2-Hydroxylase","Protein Coding","O14832","57","GC10M013277","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH"
"KIF2A","Kinesin Family Member 2A","Protein Coding","O00139","56","GC05P062306","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"PROX1","Prospero Homeobox 1","Protein Coding","Q92786","55","GC01P213983","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROX1"
"CD83","CD83 Molecule","Protein Coding","Q01151","53","GC06P014117","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD83"
"IL11","Interleukin 11","Protein Coding","P20809","53","GC19M055364","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL11"
"SYNPO","Synaptopodin","Protein Coding","Q8N3V7","52","GC05P159393","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO"
"NEUROG2","Neurogenin 2","Protein Coding","Q9H2A3","51","GC04M112513","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG2"
"MFSD12","Major Facilitator Superfamily Domain Containing 12","Protein Coding","Q6NUT3","44","GC19M107862","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD12"
"MED16","Mediator Complex Subunit 16","Protein Coding","Q9Y2X0","42","GC19M107728","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED16"
"TTC28","Tetratricopeptide Repeat Domain 28","Protein Coding","Q96AY4","41","GC22M027978","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC28"
"PCA3","Prostate Cancer Associated 3","RNA Gene","","31","GC09P076691","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCA3"
"MIR708","MicroRNA 708","RNA Gene","","28","GC11M079402","1.18023085594177","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR708"
"PPP6R3","Protein Phosphatase 6 Regulatory Subunit 3","Protein Coding","Q5H9R7","45","GC11P068460","1.17830038070679","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3"
"UPF2","UPF2 Regulator Of Nonsense Mediated MRNA Decay","Protein Coding","Q9HAU5","51","GC10M011920","1.16973733901978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPF2"
"ZAP70","Zeta Chain Of T Cell Receptor Associated Protein Kinase 70","Protein Coding","P43403","64","GC02P100091","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZAP70"
"PIK3CB","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta","Protein Coding","P42338","61","GC03M138652","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB"
"TFAP2A","Transcription Factor AP-2 Alpha","Protein Coding","P05549","60","GC06M010393","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP2A"
"ABCD1","ATP Binding Cassette Subfamily D Member 1","Protein Coding","P33897","59","GC0XP153724","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCD1"
"PIAS1","Protein Inhibitor Of Activated STAT 1","Protein Coding","O75925","58","GC15P068054","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIAS1"
"EWSR1","EWS RNA Binding Protein 1","Protein Coding","Q01844","57","GC22P091880","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EWSR1"
"NCOR1","Nuclear Receptor Corepressor 1","Protein Coding","O75376","57","GC17M016029","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOR1"
"WNT10A","Wnt Family Member 10A","Protein Coding","Q9GZT5","57","GC02P220461","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT10A"
"MAPRE1","Microtubule Associated Protein RP/EB Family Member 1","Protein Coding","Q15691","55","GC20P032819","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPRE1"
"UBE2D2","Ubiquitin Conjugating Enzyme E2 D2","Protein Coding","P62837","55","GC05P139526","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D2"
"NUDT1","Nudix Hydrolase 1","Protein Coding","P36639","54","GC07P002242","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT1"
"TCF7","Transcription Factor 7","Protein Coding","P36402","54","GC05P134848","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","Q12926","53","GC09M023690","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"GTF2B","General Transcription Factor IIB","Protein Coding","Q00403","52","GC01M088853","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2B"
"KRT15","Keratin 15","Protein Coding","P19012","52","GC17M041513","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT15"
"MOV10","Mov10 RNA Helicase","Protein Coding","Q9HCE1","52","GC01P112673","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOV10"
"ELAVL4","ELAV Like RNA Binding Protein 4","Protein Coding","P26378","51","GC01P078263","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL4"
"HBZ","Hemoglobin Subunit Zeta","Protein Coding","P02008","50","GC16P000142","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBZ"
"WWTR1","WW Domain Containing Transcription Regulator 1","Protein Coding","Q9GZV5","50","GC03M149517","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWTR1"
"MYCBP","MYC Binding Protein","Protein Coding","Q99417","45","GC01M038862","1.16336452960968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYCBP"
"FBXO4","F-Box Protein 4","Protein Coding","Q9UKT5","44","GC05P041925","1.16300070285797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO4"
"RHOA","Ras Homolog Family Member A","Protein Coding","P61586","62","GC03M049359","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"PPM1D","Protein Phosphatase, Mg2+/Mn2+ Dependent 1D","Protein Coding","O15297","61","GC17P060600","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1D"
"FLI1","Fli-1 Proto-Oncogene, ETS Transcription Factor","Protein Coding","Q01543","60","GC11P128686","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLI1"
"HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q7Z6Z7","60","GC0XM053532","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1"
"OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","O15527","60","GC03P026979","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1"
"HPSE","Heparanase","Protein Coding","Q9Y251","57","GC04M083292","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"SLC5A5","Solute Carrier Family 5 Member 5","Protein Coding","Q92911","57","GC19P152094","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A5"
"DPM1","Dolichyl-Phosphate Mannosyltransferase Subunit 1, Catalytic","Protein Coding","O60762","56","GC20M050934","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM1"
"HAX1","HCLS1 Associated Protein X-1","Protein Coding","O00165","55","GC01P176681","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAX1"
"ALDH1L1","Aldehyde Dehydrogenase 1 Family Member L1","Protein Coding","O75891","53","GC03M126103","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1L1"
"TRIP13","Thyroid Hormone Receptor Interactor 13","Protein Coding","Q15645","53","GC05P000892","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP13"
"ICMT","Isoprenylcysteine Carboxyl Methyltransferase","Protein Coding","O60725","52","GC01M022284","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICMT"
"PHF6","PHD Finger Protein 6","Protein Coding","Q8IWS0","52","GC0XP134373","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF6"
"ARID4A","AT-Rich Interaction Domain 4A","Protein Coding","P29374","50","GC14P058298","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID4A"
"CPSF4","Cleavage And Polyadenylation Specific Factor 4","Protein Coding","O95639","50","GC07P099438","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF4"
"MED4","Mediator Complex Subunit 4","Protein Coding","Q9NPJ6","49","GC13M048053","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED4"
"NAP1L1","Nucleosome Assembly Protein 1 Like 1","Protein Coding","P55209","49","GC12M076036","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L1"
"PDS5B","PDS5 Cohesin Associated Factor B","Protein Coding","Q9NTI5","49","GC13P032586","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDS5B"
"BRINP1","BMP/Retinoic Acid Inducible Neural Specific 1","Protein Coding","O60477","47","GC09M119153","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP1"
"NMI","N-Myc And STAT Interactor","Protein Coding","Q13287","47","GC02M151270","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMI"
"AKAP8L","A-Kinase Anchoring Protein 8 Like","Protein Coding","Q9ULX6","44","GC19M015380","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP8L"
"ANAPC16","Anaphase Promoting Complex Subunit 16","Protein Coding","Q96DE5","40","GC10P075868","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC16"
"MIR195","MicroRNA 195","RNA Gene","","28","GC17M096171","1.13920044898987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195"
"CDH2","Cadherin 2","Protein Coding","P19022","64","GC18M038314","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH2"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","63","GC11M116835","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","O95477","62","GC09M104781","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","Q13085","62","GC17M037084","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","Q01196","62","GC21M034787","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"BECN1","Beclin 1","Protein Coding","Q14457","59","GC17M042810","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1"
"DAG1","Dystroglycan 1","Protein Coding","Q14118","59","GC03P064998","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAG1"
"AMPD1","Adenosine Monophosphate Deaminase 1","Protein Coding","P23109","58","GC01M114673","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMPD1"
"EMD","Emerin","Protein Coding","P50402","58","GC0XP154379","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMD"
"MAP2K7","Mitogen-Activated Protein Kinase Kinase 7","Protein Coding","O14733","58","GC19P007903","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K7"
"CGA","Glycoprotein Hormones, Alpha Polypeptide","Protein Coding","P01215","57","GC06M087085","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGA"
"SENP1","SUMO Specific Peptidase 1","Protein Coding","Q9P0U3","57","GC12M048042","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SENP1"
"VAPB","VAMP Associated Protein B And C","Protein Coding","O95292","57","GC20P058389","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPB"
"FAF1","Fas Associated Factor 1","Protein Coding","Q9UNN5","54","GC01M050439","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1"
"MCAM","Melanoma Cell Adhesion Molecule","Protein Coding","P43121","54","GC11M119308","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCAM"
"MYF6","Myogenic Factor 6","Protein Coding","P23409","54","GC12P080707","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYF6"
"MYOG","Myogenin","Protein Coding","P15173","52","GC01M203083","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOG"
"RBM10","RNA Binding Motif Protein 10","Protein Coding","P0DW28","52","GC0XP060795","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM10"
"PLEKHA7","Pleckstrin Homology Domain Containing A7","Protein Coding","Q6IQ23","50","GC11M016778","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA7"
"HSPA14","Heat Shock Protein Family A (Hsp70) Member 14","Protein Coding","Q0VDF9","48","GC10P014860","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA14"
"MEG3","Maternally Expressed 3","RNA Gene","","37","GC14P121348","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3"
"MIR34C","MicroRNA 34c","RNA Gene","","30","GC11P113442","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C"
"MIR375","MicroRNA 375","RNA Gene","","30","GC02M219001","1.13581335544586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR375"
